Name,Address,Suburb,Postcode,LGA,Licensee,Licensee ABN,Facebook Link,Instagram link,Email Address,Phone Number,Date email 1 sent,Date email 2 sent,Date email 3 sent,Notes,
X-Golf Macarthur,U 1 5 Dunn Road ,SMEATON GRANGE,2567,Camden,Joshua REDHOUSE,,https://www.facebook.com/xgolfgroupaustralia,https://www.instagram.com/xgolfau/,macarthur@xgolf.com.au,(02) 4647 8897,5/7/2024,,,Complete details,
Red Spoon Thai @Mt Annan,Shop 4 2-4 Main St ,MOUNT ANNAN,2567,Camden,Savitri Chodcham,,https://www.facebook.com/RedSpoonMtAnnan/,,,61246474256,,,,No email,
Macarthur Community and Sporting Club,2a Porrende St ,NARELLAN,2567,Camden,CLUB MARCONI LIMITED,60000196832,https://www.facebook.com/profile.php?id=100064415692721,https://www.instagram.com/macarthur_football_association/,,,,,,No details as it is not proposed or open,
Extract Espresso,4 1 Gregory Hills Dr ,Gregory Hills,2557,Camden,Celestino Pangallo,,https://www.facebook.com/ExtractEspresso,https://www.instagram.com/extractespresso/,info@extractespresso.com.au,9513 9323,5/7/2024,,,Complete details,
Enzo's Cucina Gregory Hills,Tenancy 17 Lot 811 Holborn Circuit ,GLEDSWOOD HILLS,2557,Camden,M.S.E (NSW) PTY LTD,,https://www.facebook.com/enzosgregoryhills/,,gregoryhills@enzoscucina.com.au,02 4647 6388,5/7/2024,,,Complete details,
Barkley's Barbecue,Tenancy 307 Narellan Town Centre 326 Camden Valley Way,NARELLAN,2567,Camden,Damanjit Singh,,https://www.facebook.com/barkleysbarbecue,https://www.instagram.com/barkleysbarbecue/,info@barkleysbarbecue.com.au,0432 252 250,5/7/2024,,,Complete details,
Nando's Narellan,Tenancy 303 Narellan Town Centre 326 Camden Valley Way ,NARELLAN,2567,Camden,NANDO'S AUSTRALIA PTY LTD,20079066407,https://www.facebook.com/Nandos/?brand_redir=86672264842,https://www.instagram.com/nandosaus,,1300 626 367,,,,No email,
Hurricane’s Grill Narellan,Tenancy 301 Narellan Town Centre 326 Camden Valley Way ,NARELLAN,2567,Camden,Hurricane's Grill Narellan Pty. Ltd.,,https://www.facebook.com/HurricanesGrillandBar,https://www.instagram.com/hurricanesgrillandbar/,,02 9130 7101,5/7/2024,,,Error sending an email / they have no other email address,
Guzman y Gomez Narellan,Shop 304 326 Camden Valley Way ,NARELLAN,2567,Camden,ONEROD INVESTMENTS PTY LTD,,,https://www.instagram.com/guzmanygomez,,61 2 8014 8531,,,,No email,
Sushi on Fire,shop306 326 Camden Valley Way ,NARELLAN,2567,Camden,Xun Zheng,,https://www.facebook.com/p/Sushi-on-Fire-Narellan-Town-Centre-Camden-100039719815290/,,sushionfire2570@gmail.com,02 4648 0263,5/7/2024,,,Complete details,
Grill'd Narellan,Shop 302 326 Camden Valley Way ,NARELLAN,2567,Camden,GRILL'D PTY LTD,17106297394,https://www.facebook.com/GrilldBurgers/,https://www.instagram.com/grilldburgers/?hl=en,,+61 2 4648 5982,,,,No email but they do have a Contact Form Page,
Valentino's Espresso Cafe Camden,Shop No.12-13 180-186 Argyle Street ,CAMDEN,2570,Camden,SSS ESPRESSO BAR PTY LTD,72645101088,,,,+61 2 4655 2761,,,,No email and no website,
Babylon grill,Unit 3 13 Rodeo Rd ,GREGORY HILLS,2557,Camden,Marina Yalda,,https://www.facebook.com/babylonbg/,,BABYLONBARGRILL@GMAIL.COM,+61 2 9188 8852,5/7/2024,,,No website but they do have a Facebook Page,
Rise N' Dine,Shop 2 33 Village Circuit ,GREGORY HILLS,2557,Camden,Sunil Ranabhat,,https://www.facebook.com/risendine2023,https://www.instagram.com/risendine_gregoryhills/,risendineresto@gmail.com,(02) 8880 3575,5/7/2024,,,Complete details,
Gregory Hills Hotel,Gregory Hills Drive ,GREGORY HILLS,2557,Camden,John Payne,,,https://www.instagram.com/gregohotel/,enquiries@gregoryhillshotel.com.au,(02) 9045 3750,5/7/2024,,,Complete details,
CAMDEN DISTRICT AUSTRALIAN FOOTBALL CLUB INCORPORATED,Fairfax Reserve ,HARRINGTON PARK,2567,Camden,Warren Back,,https://www.facebook.com/p/Camden-JAFC-100063493002649/,https://www.instagram.com/camdencatsafl,camdencatsafl@gmail.com,,5/7/2024,,,No phone number,
ORAN PARK ROVERS FC INCORPORATED,36-52 Central Ave ,ORAN PARK,2570,Camden,Nathan Hawthorne,,https://www.facebook.com/oranparkroversfc/,https://www.instagram.com/oranparkroversfc/,,,,,,No email and no phone number but they do have a Contact Form Page,
Ultimate Karting Sydney,40 Anderson Rd ,SMEATON GRANGE,2567,Camden,Natalie Estasy Boules,,https://www.facebook.com/UltimateKartingSydney/,https://www.instagram.com/ultimatekartingsydney/?hl=en,info@ultimatekartingsydney.com.au,1300 00 5278,5/7/2024,,,Complete details,
Cake Biz Narellan,267 Camden Valley Way ,NARELLAN,2567,Camden,Joe Ciampa,,https://www.facebook.com/CakeBizNarellan,https://www.instagram.com/cakebiznarellan/,enquiries@cakebiz.com.au,(02) 4647 2522,5/7/2024,,,Complete details,
Okami Japanese Restaurant - Camden,6 Hill St ,CAMDEN,2570,Camden,OKAMI NSW CAMDEN PTY LTD,37657072396,https://www.facebook.com/okamiaustralia/,https://www.instagram.com/okamirestaurant/,support@okamirestaurant.com.au,+61 2 9870 8888,5/7/2024,,,Complete details,
THE VINES BY ENZO'S CUCINA PTY LTD,3 Argyle St ,CAMDEN,2570,Camden,Caterina Maruzza,,https://www.facebook.com/enzoscucinacamden/,,,+61 2 4655 8000,,,,No email and no website. Facebook Page down,
Squeeze and Grind,U 2/3 180-186 Argyle St ,CAMDEN,2570,Camden,Shondell Morgan,,https://www.facebook.com/profile.php?id=100063759454511,https://www.instagram.com/squeezeandgrind/,,+61 423 882 655,,,,No email and no website but they do have a Facebook Page,
Carrington Care Recreation Centre,90 Werombi ,GRASMERE,2570,Camden,Carrington Centennial Care,11109853278,,,customerservice@carringtoncare.com.au,1300 590 590,5/7/2024,,,Complete details,
All Sports Indoor (Narellan) Pty Ltd,U 1 & 2 79-83 Anderson Rd ,SMEATON GRANGE,2567,Camden,Fiona Grace,,https://www.facebook.com/AllsportsIndoor/,,narellan@allsportsindoor.com.au,02 4648 1167,5/7/2024,,,Complete details,
AK(Oran Park) Pty Ltd,U 2 5 Peter Brock Dr ,ORAN PARK,2570,Camden,Krishna Bhattarai,,,,,,,,,No complete details and no website.,
This is Thai Restaurant,2/ 49 Argyle St ,CAMDEN,2570,Camden,Alan Sila,,https://www.facebook.com/thisisthaicamden/,,thisisthairestaurant@gmail.com,(02) 4655 5544,5/7/2024,,,Complete details,
NARELLAN RANGERS SOCCER CLUB INC,Elizabeth Park Waterworth Drive ,Mount Annan,2567,Camden,Steve Holzer,,https://www.facebook.com/p/Narellan-Rangers-Soccer-Club-100057546276146/,,secretary@narellanrangers.com.au,,5/7/2024,,,No phone number but they do have a Contact Form and Facebook Page,
Chola Indian Restaurant,Shop 8 1-15 Murray St ,CAMDEN,2570,Camden,Francesca Pantaleo,,https://www.facebook.com/CholaIndianRestaurant/,indianrestaurantchola,psrubysingh9@gmail.com,02 4655 7270,5/7/2024,,,Complete details,
Haruki Restaurant,Camden Village Court Shop 20 Murray St ,CAMDEN,2570,Camden,Hon Lee,,https://www.facebook.com/harukifusion/,,info@harukifusion.com,+61 2 4655 6261,5/7/2024,,,Complete details,
Campbelltown Mets Baseball Club Inc,Catherrine Fields Rd ,CATHERINE FIELDS,2557,Camden,Benjamin TAYLOR,,https://www.facebook.com/MetsBaseballClub/,https://www.instagram.com/metsbaseballclub?fbclid=IwZXh0bgNhZW0CMTAAAR09CHR5vlMc1ZYFfP3oG8DSY5m9FQ8yVlftIfwKqW9Qn4HxBRvSXFHDACk_aem_-23e0t6NA3IBI99CQHmdaA,askmets@hotmail.com,0418 499 316,5/7/2024,,,Complete details,
Lakeside Golf Club - Camden,50 Raby Rd ,GLEDSWOOD HILLS,2557,Camden,WESTERN SUBURBS LEAGUE CLUB (CAMPBELLTOWN) LTD,43000841958,,https://www.instagram.com/lakesidegolfclub/,info@camdenlakeside.com.au,(02) 4634 5834,5/7/2024,,,Complete details,
Back Galley Cafe,108 Argyle St ,CAMDEN,2570,Camden,Dylan Scott,,https://www.facebook.com/backgalleycafe/,https://www.instagram.com/backgalleycafe/,backgalleycamden@gmail.com,(02) 4655 6000,5/7/2024,,,Complete details,
Connections,79 & 81 Anderson Rd ,SMEATON GRANGE,2567,Camden,Mark Ovenden,,,,,(02) 4631 3700,,,,No email,
The Arthouse,326 Camden Valley Way ,NARELLAN,2567,Camden,Jingliang Gu,,https://www.facebook.com/arthousenarellan,https://www.instagram.com/arthousenarellan/,info@thearthouse.net.au,(02) 4648 1511,5/7/2024,,,Complete details,
Narellan Motor Inn,Camden Valley Way & Old Northern Rd ,NARELLAN,2567,Camden,BELLEVILLE HOLDINGS PTY LTD,68610244329,,,stay@narellanmotorinn.com.au,02 4646 1044,5/7/2024,,,Complete details,
Harringtons Bar & grill,1 Forest Drive ,HARRINGTON PARK,2567,Camden,VENUE LL 6 PTY LTD,,https://www.facebook.com/harringtonsrestaurant,https://www.instagram.com/harringtonsrestaurant/,harringtons@thevenuesco.au,02 4647 9376,5/7/2024,,,Complete details,
Mt Annan Soccer Club (Mustangs) Inc,Birriwa Reserve Waterworth Drive ,Mount Annan,2567,Camden,Alan Dudley,,https://www.facebook.com/groups/336083163384/,,secretary@mtannanmustangs.com.au, +61 408 844 059,5/7/2024,,,Complete details,
Luigis Restaurant,Cnr Elyard and Queen St ,NARELLAN,2567,Camden,Josephine Zerafa,,https://www.facebook.com/luigisnarellan/,https://www.instagram.com/luigisrestaurantnarellan/?hl=en,info@luigis.com.au,+61 2 4647 0355,5/7/2024,,,Complete details,
Barenz Hill Pty Ltd,130 Argyle St ,Camden,2570,Camden,Kym Van Den Heuvel,,https://www.facebook.com/enjoybarenz/,https://www.instagram.com/barenz_camden/?hl=en,functions@barenz.com.au,+61 2 4655 2400,5/7/2024,,,Complete details,
United Cinemas Narellan,326 Camden Valley Way ,NARELLAN,2567,Camden,UNITED CINEMAS AUSTRALIA PTY LIMITED,83124779077,https://www.facebook.com/UnitedCinemasNarellan/,https://www.instagram.com/unitedcinemasnarellan/,narellan@unitedcinemas.com.au,(02) 4646 1656,5/7/2024,,,Complete details,
Narellan Court Chinese Restaurant,2A 4 George Hunter Dr ,NARELLAN,2567,Camden,Simon Wong,,https://www.facebook.com/p/Narellan-Court-Chinese-Restaurant-100046888703212/,,,+61 2 4648 2898,,,,No email,
The Australian - Bosnian and Herzegovinian Cultural Association Inc,205 Bringelly Rd ,LEPPINGTON,2179,Camden,Zahida Cardaklija,,,,advice@acnc.gov.au,13 22 62,5/7/2024,,,Complete details,
Camden Falcons Soccer Club Incorporated,Belgenny Reserve Belgenny Ave ,CAMDEN,2570,Camden,David Skillen,,https://www.facebook.com/CamdenFalconsFootballClub/,,president@camdenfalcons.com.au,+61 409 844 270,5/7/2024,,,Complete details,
Grinners Catering (Camden),U 3 18C Little St ,CAMDEN,2570,Camden,Elizabeth Holden,,,,info@grinnerscatering.com.au,0431 142 153,5/7/2024,,,Complete details,
Camden Sports Club Ltd,22 Cawdor Rd ,CAMDEN,2570,Camden,CAMDEN SPORTS CLUB LIMITED,26107616919,,,camdensports@bigpond.com.au,+61 2 4655 8757,5/7/2024,,,No website but they do have a Facebook Page and Google Maps Details,
Macarthur Hockey Association Incorporated,"Macarthur Regional Hockey Complex, Millwood Ave ",NARELLAN,2567,Camden,KEVIN SWEENEY,,https://www.facebook.com/MSWHockey/,https://www.instagram.com/mswhockey,,02 464 74908,,,,No email and no website,
Bohemian Euro Restaurant,1/5 The Northern Rd ,NARELLAN,2567,Camden,Allan Penicka,,https://www.facebook.com/Thebohemianau/,,,+61 2 4648 4211,,,,No email and no website but they do have a Facebook Page,
The Gardens Cafe,Mount Annan Dr ,MOUNT ANNAN,2567,Camden,Kylie Quinn,,,,,(02) 4647 4145,,,,No email but they do have a Contact Form Page,
Pepe’s Pizzeria and Restaurant,Shop 1 332A Camden Valley Way ,NARELLAN,2567,Camden,Aimee Lecca,,https://www.instagram.com/pepespizzeriaandrestaurant/,https://www.facebook.com/pepespizzeriaandrestaurant,info@pepespizzeria.com.au,(02) 4647 3340,5/7/2024,,,Complete details,
The Fat Cat,Shop 9 180-186 Argyle St ,CAMDEN,2570,Camden,Natalie Cavaleri,,https://www.facebook.com/thefatcatwinebarandcafe/,https://www.instagram.com/thefatcatwinebar/,,+61 2 4655 6666,,,,No email and no website,
Greenwich Flying Squadron Inc,Bay St ,GREENWICH,2065,Camden,Michael Murphy,,,,,02 9436 1901,,,,No email but they do have a Contact Form Page,
Camden Soccer Club Inc,"Clubhouse, Ron Dine Memorial Park ",CAMDEN,2579,Camden,Glenn Rouland,,https://www.facebook.com/CamdenTigersFC,https://www.instagram.com/camdentigersofficial/,yourcamdensoccer@gmail.com,(912) 322-2063,5/7/2024,,,Complete details,
Camden Rugby Club Inc.,Camden Rugby Park Wire Lane ,CAMDEN SOUTH,2570,Camden,Michael Bonaccorso,,https://www.facebook.com/camdenrugby,https://www.instagram.com/camdenrugby/,admin@camdenrugby.com.au,+61 412 060 200,5/7/2024,,,Complete details,
RASHAYS NARELLAN,Lot 2 George Hunter Dr ,NARELLAN,2567,Camden,SAAD AAMER PTY LTD,,https://www.facebook.com/rashaysnarellan/,https://www.instagram.com/rashaysnarellan/?hl=en,customerservice@rashays.com,+61 2 9062 5204,5/7/2024,,,Complete details,
Leppington Bowling Club Co-operative Limited,Richard Rd ,LEPPINGTON,2171,Camden,George Posa,,,,,02 9606 4350,,,,No email and no website,
Mr Tang,Shop 6 4 Hill St ,CAMDEN,2570,Camden,Chun Tang,,,,,+61 2 4655 2771,,,,No email and no website but they do have a Facebook Page,
Camden Civic Centre,Oxley St ,CAMDEN,2570,Camden,Philippa Percy,,https://www.facebook.com/CamdenCivicCentre/,,civicc@camden.nsw.gov.au,(02) 4653 3333,5/7/2024,,,Complete details,
Camden Civic Centre,Oxley St ,CAMDEN,2570,Camden,Philippa Percy,,https://www.facebook.com/CamdenCivicCentre/,,civicc@camden.nsw.gov.au,(02) 4653 3333,5/7/2024,,,Complete details,
Silver Jade Chinese Restaurant,Shop 5 147-149 Camden Valley Way ,NARELLAN,2567,Camden,Ai Qun Ma,,,,,+61 2 4648 2130,,,,No email and no website but they do have a Facebook Page,
The Italian Food Project,40 Elizabeth St ,CAMDEN,2570,Camden,Benjamin Vitagliano,,https://www.facebook.com/THEITALIANFOODPROJECT/,,,+61 2 4655 3280,5/7/2024,,,Error on sending the email / they have no other email address / Enquiry form available,
Camden Rugby League Football Club,Onslow Park Shearer St ,CAMDEN,2570,Camden,Colin Nolan,,https://www.facebook.com/camdenrugbyleaguefootball/,,,,,,,No details but they do have a Facebook Page,
Gledswood Restaurant,900 Camden Valley Way ,GLEDSWOOD HILLS,2557,Camden,Nadene Clarke,,https://www.facebook.com/Gledswood/,https://www.instagram.com/gledswood/,events@gledswood.com.au,(02) 9606 5111,5/7/2024,,,Complete details,
Camden RSL Club Limited,23 Cawdor Rd ,CAMDEN,2570,Camden,CAMDEN R.S.L. CLUB LIMITED,58001684804,https://www.facebook.com/camdenrsl/,,camdenrsl@camdenrsl.com.au,(02) 4655 8705,5/7/2024,,,Complete details. Additional Phone Number: (02) 4655 8034,
Lockies Hotel,Ingleburn Rd ,LEPPINGTON,2179,Camden,Margaret Hellyer,,https://www.facebook.com/LockiesHotel,https://www.instagram.com/lockieshotel,lockies.Hotel@alhgroup.com.au,(02) 9606 5180,5/7/2024,,,Complete details,
Country Club Gledswood Hills,91 The Hermitage Way ,GLEDSWOOD HILLS,2557,Camden,WESTERN SUBURBS LEAGUE CLUB (CAMPBELLTOWN) LTD,43000841958,,https://www.instagram.com/countryclubgh,info@westslc.com.au,(02) 9606 5301,5/7/2024,,,Complete details,
Crown Hotel,191 Argyle St ,CAMDEN,2570,Camden,Matthew Rogan,,https://www.facebook.com/crownhotelcamden/,https://www.instagram.com/crownhotelcamden/,contact@crownhotelmotel.com.au,02 4655 2200,5/7/2024,,,Complete details,
Oran Park Hotel,2 MACK PL ,ORAN PARK,2570,Camden,Madison Laird,,https://www.facebook.com/oranparkhotel/,https://www.instagram.com/oranparkhotel/?igshid=MmJiY2I4NDBkZg%3D%3D,enquiries@oranparkhotel.com.au,,5/7/2024,,,No phone number,
Royal Hotel Camden,Argyle St ,CAMDEN,2570,Camden,Selika SOWERBY,,https://www.facebook.com/royalhotelcamden/,https://www.instagram.com/royalhotelcamden/?hl=en,events@royalhotelcamden.com.au,+61 2 4655 4433,5/7/2024,,,Complete details,
Camden Hotel,105 Argyle St ,CAMDEN,2570,Camden,Ben Mulder,,https://www.facebook.com/thecamdenhotel/,https://www.instagram.com/camdenhotel/,info@camdenhotel.com.au,02 4655 9929,5/7/2024,,,Complete details,
Plough & Harrow Hotel,75 Argyle St ,CAMDEN,2570,Camden,Russ Lowe,,https://www.facebook.com/ploughnharrow/,https://www.instagram.com/theploughnharrow/,info@ploughnharrow.com.au,(02) 4655 8189,5/7/2024,,,Complete details,
Narellan Hotel,Camden Valley Way ,NARELLAN,2567,Camden,John Denny,,https://www.facebook.com/thenarellanhotel/,https://www.instagram.com/narellanhotel/?hl=en,info@narellanhotel.com.au,(02) 4646 1311,5/7/2024,,,Complete details,
Camden Golf Club Ltd,50 Lodges Rd ,NARELLAN,2567,Camden,CAMDEN GOLF CLUB LTD,84000083081,https://www.facebook.com/CamdenGolfClub,https://www.instagram.com/camdengolfclub/,camden@camdengolfclub.com.au,+61 2 4646 1203,5/7/2024,,,Complete details,
Mount Annan Hotel,12 Main Street ,MOUNT ANNAN,2567,Camden,Jasmyn Mead,,https://www.facebook.com/mtannanhotel/,https://www.instagram.com/mountannanhotel/,enquiries@mtannanhotel.com.au,02 4647 6288,5/7/2024,,,Complete details,
Gledswood Winery,900 Camden Valley Way ,GLEDSWOOD HILLS,2557,Camden,Nadene Clarke,,https://www.facebook.com/Gledswood/,https://www.instagram.com/gledswood/,events@gledswood.com.au,(02) 9606 5111,5/7/2024,,,Complete details,
KALAPANI,108 MACQUARIE RD ,INGLEBURN,2565,Campbelltown,Upendra THAPA,,https://www.facebook.com/p/Kalapani-Nepalese-Restaurant-100088215217393/,,Info@kalapani.com.au,+61 448 090 230,8/5/2024,,,email address source from facebook page / Enquiry Form Available in their website,
BIG FAT GREEK,"SHOP 1, 4 RENNIE RD ",CAMPBELLTOWN,2560,Campbelltown,BIG FAT GREEK PTY LTD,84641999760,https://www.facebook.com/BFGreek/,https://www.instagram.com/bigfat_greek/?hl=en,Info@bigfatgreek.com.au,+61 2 4627 3728,8/5/2024,,,email address source from facebook page / Enquiry Form Available in their website,
OSSO CAMPBELLTOWN,c10 Level 1 No. 200 Gilchrist Drive ,CAMPBELLTOWN,2560,Campbelltown,OSSO GROUP PTY LTD,38652136180,https://www.facebook.com/ossosteakandribs,https://www.instagram.com/osso_restaurant/,rousehill@osso.com.au,+61 2 4628 1381,8/5/2024,,,email address source from facebook page / Enquiry Form Available in their website,
Gami Chicken and Beer,Tenancy 1 Lot 1 4 Hyde Parade ,CAMPBELLTOWN,2560,Campbelltown,IGNATIUS JAVA FOOD CO PTY LIMITED,40655370157,https://www.facebook.com/GamiChickenAndBeer,https://www.instagram.com/GamiChickenBeer/,gami.campbelltown@gmail.com,+61 2 4625 0798,8/5/2024,,,email address source from facebook page / Enquiry Form Available in their website,
Golden Lotus Modern Vietnamese Cuisine(SYD),SHOP 2 LEVEL 1 200 GILCHRIST DR ,CAMPBELLTOWN,2560,Campbelltown,Long Ta,,https://www.facebook.com/GoldernLotusmacsqare/,https://www.instagram.com/goldenlotus_mac_square/?hl=en,Pimchanokmongsiri@gmail.com,+61 482 659 999,8/5/2024,,,email address source from facebook page,
Bean n Bite Cafe,SHOP 33 100 MACQUARIE RD ,INGLEBURN,2565,Campbelltown,Bimala UPRETY,,https://www.facebook.com/beannbitecafe/,,Beannbite@yahoo.com,+61 2 8740 0456,8/5/2024,,,email address source from facebook page,
Thai Centric,U67A/271 Queen Street ,CAMPBELLTOWN,2560,Campbelltown,Ronald SAVAGE,,https://www.facebook.com/thaicentricmallrestaurant,https://www.instagram.com/thaicentricmallrestaurant,,+61 2 4625 7777,,,,no email address from website / have facebook page and instagram,
XS Espresso Rosemeadow,SHOP 14 4 THOMAS ROSE DR ,ROSEMEADOW,2560,Campbelltown,NEBAC PTY LTD,57666759799,https://www.facebook.com/XS.Espresso,https://www.instagram.com/xsespresso/,support@xsespresso.com.au, +61 2 4627 3397,8/5/2024,,,email address source from facebook page,
Kickin' Inn - Campbelltown,1 TINDALL ST ,CAMPBELLTOWN,2560,Campbelltown,MODERN RESTAURANTS PTY LTD,15626378541,https://www.facebook.com/kickininn/,https://www.instagram.com/kickininn/,info@kickininn.com.au,+61 2 4666 4771,8/5/2024,,,email address source  from facebook page,
Eschol park Football club,Crn Gould Rd ,AND EAGLE VALL DR EAGLE VALE,2558,Campbelltown,John Vece,,,https://www.instagram.com/escholparkfootballclub,,+61 481 141 962,,,,no email address from website,
Menangle Country Club,170 MENANGLE RD ,MENANGLE PARK,2563,Campbelltown,NEW SOUTH WALES HARNESS RACING CLUB,34000002666,https://www.facebook.com/ClubMenangleCM/,https://www.instagram.com/clubmenangle/,info@clubmenangle.com.au, +61 2 4645 2260,8/5/2024,,,other contact info(02) 4645 2200 ,
Betty's Burgers Macarthur,Shops C37 and C38 Macarthur Square 200 Gilchrist Drive,CAMPBELLTOWN,2560,Campbelltown,BETTY'S BURGERS AUSTRALIA PTY LTD,35132912817,https://www.facebook.com/bettysburgersco/?ref=br_rs,https://www.instagram.com/bettys_burgers/?hl=en,contact@bettysburgers.com.au,+61 2 4628 1742,8/5/2024,,,other contact info(+61) 3 9508 4409 / email address source from facebook page,
MakiMoto (Macarthur Square),Shop C41 200 Gilchrist Drive,CAMPBELLTOWN,2560,Campbelltown,MAKIMOTO (MERRYLANDS) PTY LTD,69605541053,https://www.facebook.com/makimotomacarthur,https://www.instagram.com/mmmacarthur/,macarthur@makimoto.com.au,+61 2 4666 2602,8/5/2024,,,email address source from facebook page,
Famous Fish-Marketfair,4 Tindall St ,CAMPBELLTOWN,2560,Campbelltown,Peng Jiang,,https://www.facebook.com/MarketfairCampbelltownSC,https://www.instagram.com/marketfaircampbelltownsc/,weborders@costi.com.au,+61 2 4628 9405,8/5/2024,,,other contact info +61 2 9740 5545  / email address source from facebook page,
